ticket_id,created_at,subject,description,category,priority,source,affected_service
TKT-0138,2026-06-14 13:04:00,Access denied,"IT team, I entered the wrong password several times and my account is now locked. I have a client deadline later today.",Account Access,Medium,Chat,Microsoft 365
TKT-0245,2026-07-29 18:31:00,Wi Fi keeps dropping,"Hello, The network connection is extremely slow when I open large files remotely. I am working remotely today.",Network and VPN,Medium,Phone,Remote Desktop
TKT-0127,2026-07-28 22:25:00,Password reset needed,"Hello, I can sign in to my laptop but the application says I do not have access. Another team member can use the same service.",Account Access,High,Portal,Identity Portal
TKT-0646,2026-07-06 15:49:00,Laptop will not start,"Hi support, The laptop does not power on even when it is connected to the charger. I have a client deadline later today.",Hardware,High,Portal,Monitor
TKT-0385,2026-08-24 17:11:00,Missing messages,"Hi support, Messages remain in the outbox and do not send to external recipients. This started this morning.",Email,High,Phone,Outlook
TKT-0600,2026-08-03 06:58:00,Software install request,"Hi support, The program displays an error message and will not open. I am working remotely today.",Software,Medium,Phone,PDF Editor
TKT-0568,2026-06-24 23:47:00,Application crashes,"Hello, The application closes immediately after I open the project file. The problem began after the latest update.",Software,Medium,Phone,CAD Application
TKT-0392,2026-07-04 03:28:00,Attachment blocked,Please help. I am receiving a large increase in unwanted messages today. This started this morning.,Email,Low,Chat,Outlook
TKT-0233,2026-07-04 13:17:00,Wi Fi keeps dropping,Please help. The VPN client stops while connecting and reports that the gateway is unavailable. I am working remotely today.,Network and VPN,High,Phone,Project File Share
TKT-0153,2026-06-28 09:12:00,Wi Fi keeps dropping,"Hi support, My wireless connection disconnects every few minutes in the office. This started this morning.",Network and VPN,Medium,Phone,Project File Share
TKT-0648,2026-06-04 04:02:00,Monitor not detected,"Hi support, Several keys stopped responding after I returned from lunch. Please let me know what information you need.",Hardware,High,Chat,Keyboard
TKT-0680,2026-08-14 04:10:00,Monitor not detected,"Hello, Several keys stopped responding after I returned from lunch. This started this morning.",Hardware,High,Email,Laptop
TKT-0640,2026-08-18 20:37:00,Battery drains quickly,USB devices disconnect whenever I connect through the docking station. I am working remotely today.,Hardware,Low,Portal,Docking Station
TKT-0020,2026-07-25 11:38:00,Access denied,My password expired and the reset page will not accept the new password. The problem began after the latest update.,Account Access,Medium,Email,Time Entry
TKT-0897,2026-06-03 03:00:00,Suspicious email received,"Hi support, A security warning appeared after I opened a downloaded file. The issue continues after a restart.",Security,High,Portal,Endpoint Protection
TKT-0754,2026-08-29 13:59:00,Lost company device,"Hello, The account portal reported a login from a location I do not recognize. The issue continues after a restart.",Security,High,Phone,Security Operations
TKT-0694,2026-06-05 15:12:00,Keyboard stopped working,The laptop does not power on even when it is connected to the charger. I have a client deadline later today.,Hardware,Medium,Email,Keyboard
TKT-0477,2026-08-23 02:46:00,Program will not open,The latest update repeatedly fails near the end of installation. I am working remotely today.,Software,High,Chat,PDF Editor
TKT-0365,2026-06-27 04:07:00,Missing messages,Outlook reports that my mailbox has reached its storage limit. The problem began after the latest update.,Email,High,Email,Exchange Online
TKT-0262,2026-08-05 01:13:00,Cannot reach shared drive,"Hello, My laptop shows connected to Wi Fi but no internal sites will load. The issue continues after a restart.",Network and VPN,Medium,Phone,Office Wi Fi
TKT-0403,2026-08-28 11:12:00,Attachment blocked,"IT team, Messages remain in the outbox and do not send to external recipients. The problem began after the latest update.",Email,Medium,Chat,Email Gateway
TKT-0322,2026-07-10 23:18:00,Email not sending,Outlook reports that my mailbox has reached its storage limit. There is no error code displayed.,Email,High,Email,Outlook
TKT-0429,2026-06-13 15:05:00,Email not sending,Please help. A project attachment is being blocked when I try to send it. Please let me know what information you need.,Email,High,Portal,Exchange Online
TKT-0803,2026-08-28 00:00:00,Unexpected login alert,A security warning appeared after I opened a downloaded file. There is no error code displayed.,Security,High,Email,Endpoint Protection
TKT-0801,2026-06-17 11:47:00,Unexpected login alert,"Hello, My company phone is missing and may have been left in a public location. The problem began after the latest update.",Security,Critical,Phone,Security Operations
TKT-0536,2026-06-09 00:17:00,Update failed,The application closes immediately after I open the project file. Please let me know what information you need.,Software,Low,Chat,CAD Application
TKT-0599,2026-07-17 16:18:00,Program will not open,"IT team, I need the approved software installed for a new assignment. I am working remotely today.",Software,Medium,Chat,PDF Editor
TKT-0116,2026-08-20 20:19:00,Password reset needed,My password expired and the reset page will not accept the new password. I have a client deadline later today.,Account Access,High,Chat,Project Portal
TKT-0389,2026-06-26 15:25:00,Too much spam,"Hello, A project attachment is being blocked when I try to send it. This started this morning.",Email,High,Email,Outlook
TKT-0224,2026-07-24 07:15:00,No network access,"Hello, The network connection is extremely slow when I open large files remotely. There is no error code displayed.",Network and VPN,Low,Email,Project File Share
TKT-0859,2026-08-24 09:26:00,Lost company device,The account portal reported a login from a location I do not recognize. This started this morning.,Security,High,Portal,Endpoint Protection
TKT-0051,2026-08-26 23:03:00,Access denied,"Hi support, I entered the wrong password several times and my account is now locked. The problem began after the latest update.",Account Access,Medium,Email,Microsoft 365
TKT-0501,2026-07-18 14:26:00,License error,"Hi support, The program says no license is available even though I used it yesterday. Please let me know what information you need.",Software,Medium,Email,CAD Application
TKT-0865,2026-08-03 21:56:00,Possible malware warning,"Hi support, I received an email asking me to sign in through a link that does not look legitimate. The issue continues after a restart.",Security,Medium,Portal,Identity Portal
TKT-0308,2026-08-05 07:21:00,Email not sending,"Hello, Several expected emails are missing even though the senders received no error. The problem began after the latest update.",Email,Low,Phone,Shared Mailbox
TKT-0715,2026-07-08 14:37:00,Monitor not detected,"Hello, The battery now lasts less than one hour after a full charge. Please let me know what information you need.",Hardware,High,Portal,Monitor
TKT-0188,2026-06-13 16:29:00,No network access,The VPN client stops while connecting and reports that the gateway is unavailable. The issue continues after a restart.,Network and VPN,Medium,Chat,Office Wi Fi
TKT-0866,2026-08-24 19:38:00,Suspicious email received,Please help. I received an email asking me to sign in through a link that does not look legitimate. The problem began after the latest update.,Security,Critical,Portal,Email Gateway
TKT-0384,2026-07-04 06:55:00,Missing messages,Messages remain in the outbox and do not send to external recipients. Please let me know what information you need.,Email,Medium,Email,Shared Mailbox
TKT-0277,2026-06-23 22:09:00,Remote connection is slow,Please help. Websites work but I cannot reach the shared project drive from home. There is no error code displayed.,Network and VPN,High,Phone,Project File Share
TKT-0734,2026-06-15 18:06:00,Docking station issue,The battery now lasts less than one hour after a full charge. The problem began after the latest update.,Hardware,High,Phone,Monitor
TKT-0117,2026-06-25 14:25:00,Access denied,"Hello, My password expired and the reset page will not accept the new password. Another team member can use the same service.",Account Access,High,Phone,Microsoft 365
TKT-0243,2026-06-21 00:12:00,Cannot reach shared drive,"Hello, My wireless connection disconnects every few minutes in the office. I have a client deadline later today.",Network and VPN,Medium,Email,Office Wi Fi
TKT-0523,2026-06-25 13:48:00,Program will not open,"Hello, I need the approved software installed for a new assignment. Please let me know what information you need.",Software,Low,Chat,CAD Application
